22 20 6 9 
22 20 6 10 
22 20 6 11 
22 20 6 12 
22 20 6 13 
22 20 5 13 
22 20 5 14 
22 20 5 15 
22 20 5 16 
22 20 5 17 
22 20 5 18 
22 20 4 18 
22 20 4 19 
22 20 5 19 
22 20 5 18 
22 20 6 18 
22 20 7 18 
22 20 8 18 
22 20 8 17 
22 20 7 17 
22 20 6 17 

22 18 10 14 
22 18 9 14 
22 18 9 13 
22 18 10 13 
22 18 11 13 
22 18 12 13 
22 18 12 12 
22 18 13 12 
22 18 13 13 
22 18 14 13 
22 18 15 13 
22 18 15 12 
22 18 16 12 
22 18 16 13 
22 18 17 13 
22 18 17 12 
22 18 18 12 
22 18 18 11 
22 18 19 11 
22 18 19 10 
22 18 18 10 

23 10 23 7 
23 10 23 6 
23 10 23 5 
23 10 22 5 
23 10 22 6 
23 10 22 7 
23 10 23 7 
23 10 23 8 
23 10 23 9 
23 10 22 9 
23 10 21 9 
23 10 21 10 
23 10 20 10 
23 10 20 11 
23 10 19 11 
23 10 18 11 
23 10 18 10 
23 10 17 10 
23 10 17 11 
23 10 16 11 
23 10 16 10 

2 15 7 15 
2 15 8 15 
2 15 9 15 
2 15 9 16 
2 15 10 16 
2 15 10 17 
2 15 9 17 
2 15 9 16 
2 15 10 16 
2 15 10 17 
2 15 10 18 
2 15 10 19 
2 15 11 19 
2 15 11 18 
2 15 10 18 
2 15 10 17 
2 15 11 17 
2 15 11 18 
2 15 12 18 
2 15 12 17 
2 15 12 16 

17 20 2 4 
17 20 3 4 
17 20 4 4 
17 20 5 4 
17 20 5 5 
17 20 4 5 
17 20 4 4 
17 20 4 3 
17 20 4 2 
17 20 3 2 
17 20 3 1 
17 20 4 1 
17 20 4 2 
17 20 4 3 
17 20 4 4 
17 20 3 4 
17 20 3 3 
17 20 4 3 
17 20 4 4 
17 20 4 5 
17 20 3 5 

4 18 10 5 
4 18 10 6 
4 18 11 6 
4 18 12 6 
4 18 13 6 
4 18 13 7 
4 18 13 8 
4 18 12 8 
4 18 12 9 
4 18 12 10 
4 18 13 10 
4 18 14 10 
4 18 14 9 
4 18 14 8 
4 18 13 8 
4 18 13 9 
4 18 14 9 
4 18 14 8 
4 18 15 8 
4 18 15 9 
4 18 14 9 

8 14 9 7 
8 14 10 7 
8 14 10 6 
8 14 10 5 
8 14 9 5 
8 14 9 4 
8 14 9 3 
8 14 9 2 
8 14 9 1 
8 14 8 1 
8 14 8 2 
8 14 8 3 
8 14 7 3 
8 14 6 3 
8 14 5 3 
8 14 5 2 
8 14 6 2 
8 14 6 1 
8 14 7 1 
8 14 7 2 
8 14 7 3 

22 20 16 19 
22 20 16 20 
22 20 16 21 
22 20 16 22 
22 20 15 22 
22 20 14 22 
22 20 13 22 
22 20 13 21 
22 20 12 21 
22 20 11 21 
22 20 11 20 
22 20 11 19 
22 20 10 19 
22 20 10 18 
22 20 10 17 
22 20 11 17 
22 20 11 16 
22 20 10 16 
22 20 9 16 
22 20 9 17 
22 20 10 17 

16 2 7 20 
16 2 6 20 
16 2 6 21 
16 2 7 21 
16 2 7 20 
16 2 8 20 
16 2 8 21 
16 2 9 21 
16 2 9 22 
16 2 10 22 
16 2 10 21 
16 2 11 21 
16 2 12 21 
16 2 12 20 
16 2 13 20 
16 2 13 19 
16 2 14 19 
16 2 15 19 
16 2 16 19 
16 2 16 20 
16 2 15 20 

8 3 3 9 
8 3 4 9 
8 3 4 10 
8 3 4 11 
8 3 4 12 
8 3 4 13 
8 3 3 13 
8 3 3 12 
8 3 2 12 
8 3 2 13 
8 3 2 14 
8 3 3 14 
8 3 3 13 
8 3 4 13 
8 3 5 13 
8 3 6 13 
8 3 7 13 
8 3 7 12 
8 3 7 11 
8 3 7 10 
8 3 7 9 

17 9 13 5 
17 9 13 4 
17 9 14 4 
17 9 15 4 
17 9 16 4 
17 9 16 5 
17 9 17 5 
17 9 17 6 
17 9 18 6 
17 9 18 5 
17 9 18 4 
17 9 19 4 
17 9 19 5 
17 9 18 5 
17 9 18 4 
17 9 18 3 
17 9 18 2 
17 9 17 2 
17 9 16 2 
17 9 16 3 
17 9 15 3 

16 14 19 19 
16 14 18 19 
16 14 17 19 
16 14 17 20 
16 14 16 20 
16 14 15 20 
16 14 15 21 
16 14 15 22 
16 14 14 22 
16 14 14 21 
16 14 14 20 
16 14 15 20 
16 14 15 19 
16 14 15 18 
16 14 15 17 
16 14 14 17 
16 14 13 17 
16 14 13 16 
16 14 13 15 
16 14 12 15 
16 14 11 15 

13 19 23 19 
13 19 23 20 
13 19 22 20 
13 19 22 19 
13 19 23 19 
13 19 23 18 
13 19 22 18 
13 19 22 19 
13 19 23 19 
13 19 23 18 
13 19 23 17 
13 19 22 17 
13 19 22 18 
13 19 22 19 
13 19 23 19 
13 19 23 20 
13 19 22 20 
13 19 22 21 
13 19 21 21 
13 19 20 21 
13 19 20 22 

1 1 22 22 
1 1 21 22 
1 1 20 22 
1 1 20 21 
1 1 21 21 
1 1 22 21 
1 1 22 22 
1 1 23 22 
1 1 23 21 
1 1 23 20 
1 1 23 19 
1 1 23 18 
1 1 23 17 
1 1 22 17 
1 1 21 17 
1 1 21 18 
1 1 22 18 
1 1 22 17 
1 1 23 17 
1 1 23 16 
1 1 22 16 

16 20 11 2 
16 20 11 3 
16 20 11 4 
16 20 10 4 
16 20 10 3 
16 20 10 2 
16 20 11 2 
16 20 11 1 
16 20 10 1 
16 20 9 1 
16 20 9 2 
16 20 8 2 
16 20 7 2 
16 20 6 2 
16 20 5 2 
16 20 4 2 
16 20 4 3 
16 20 3 3 
16 20 2 3 
16 20 2 2 
16 20 3 2 

13 6 22 1 
13 6 22 2 
13 6 22 3 
13 6 21 3 
13 6 21 2 
13 6 21 1 
13 6 20 1 
13 6 20 2 
13 6 21 2 
13 6 21 3 
13 6 20 3 
13 6 20 2 
13 6 19 2 
13 6 18 2 
13 6 18 1 
13 6 17 1 
13 6 17 2 
13 6 18 2 
13 6 18 3 
13 6 19 3 
13 6 20 3 

1 19 4 17 
1 19 4 18 
1 19 5 18 
1 19 6 18 
1 19 6 17 
1 19 7 17 
1 19 8 17 
1 19 9 17 
1 19 10 17 
1 19 11 17 
1 19 11 16 
1 19 12 16 
1 19 13 16 
1 19 14 16 
1 19 15 16 
1 19 15 17 
1 19 15 18 
1 19 16 18 
1 19 16 17 
1 19 16 16 
1 19 16 15 

14 14 21 12 
14 14 22 12 
14 14 22 13 
14 14 23 13 
14 14 23 12 
14 14 22 12 
14 14 22 13 
14 14 23 13 
14 14 23 14 
14 14 22 14 
14 14 22 15 
14 14 22 16 
14 14 23 16 
14 14 23 17 
14 14 22 17 
14 14 21 17 
14 14 21 16 
14 14 22 16 
14 14 22 17 
14 14 21 17 
14 14 20 17 

15 17 6 5 
15 17 5 5 
15 17 5 6 
15 17 5 7 
15 17 6 7 
15 17 6 6 
15 17 6 5 
15 17 6 4 
15 17 7 4 
15 17 8 4 
15 17 8 5 
15 17 9 5 
15 17 10 5 
15 17 10 4 
15 17 10 3 
15 17 9 3 
15 17 9 2 
15 17 10 2 
15 17 11 2 
15 17 11 3 
15 17 12 3 

20 22 21 6 
20 22 20 6 
20 22 20 5 
20 22 19 5 
20 22 19 4 
20 22 19 3 
20 22 20 3 
20 22 20 2 
20 22 20 1 
20 22 21 1 
20 22 22 1 
20 22 22 2 
20 22 23 2 
20 22 23 3 
20 22 22 3 
20 22 22 2 
20 22 22 1 
20 22 21 1 
20 22 21 2 
20 22 20 2 
20 22 20 1 

23 6 21 5 
23 6 20 5 
23 6 19 5 
23 6 19 4 
23 6 18 4 
23 6 17 4 
23 6 16 4 
23 6 15 4 
23 6 15 5 
23 6 14 5 
23 6 14 6 
23 6 14 7 
23 6 15 7 
23 6 15 6 
23 6 15 5 
23 6 16 5 
23 6 16 4 
23 6 15 4 
23 6 15 5 
23 6 15 6 
23 6 15 7 

21 11 3 3 
21 11 3 4 
21 11 3 5 
21 11 4 5 
21 11 4 6 
21 11 3 6 
21 11 3 7 
21 11 3 8 
21 11 2 8 
21 11 2 7 
21 11 3 7 
21 11 3 8 
21 11 4 8 
21 11 4 9 
21 11 4 10 
21 11 4 11 
21 11 4 12 
21 11 3 12 
21 11 2 12 
21 11 2 11 
21 11 1 11 

1 2 2 21 
1 2 3 21 
1 2 3 20 
1 2 2 20 
1 2 2 21 
1 2 3 21 
1 2 4 21 
1 2 5 21 
1 2 5 22 
1 2 6 22 
1 2 7 22 
1 2 7 21 
1 2 8 21 
1 2 8 22 
1 2 7 22 
1 2 7 21 
1 2 7 20 
1 2 8 20 
1 2 8 19 
1 2 8 18 
1 2 8 17 

23 17 6 8 
23 17 5 8 
23 17 4 8 
23 17 3 8 
23 17 3 7 
23 17 3 6 
23 17 3 5 
23 17 4 5 
23 17 4 6 
23 17 5 6 
23 17 5 5 
23 17 5 4 
23 17 4 4 
23 17 3 4 
23 17 3 3 
23 17 2 3 
23 17 1 3 
23 17 1 2 
23 17 2 2 
23 17 3 2 
23 17 3 3 

10 2 7 14 
10 2 6 14 
10 2 6 15 
10 2 7 15 
10 2 7 14 
10 2 7 13 
10 2 7 12 
10 2 8 12 
10 2 8 13 
10 2 9 13 
10 2 9 14 
10 2 10 14 
10 2 10 13 
10 2 10 12 
10 2 11 12 
10 2 11 13 
10 2 10 13 
10 2 9 13 
10 2 8 13 
10 2 8 12 
10 2 9 12 

7 15 3 2 
7 15 3 3 
7 15 2 3 
7 15 1 3 
7 15 1 2 
7 15 1 1 
7 15 2 1 
